FID,ID,FIELD,OID_1,YLD00,YLD01,YLD02,YLD03,AVGYLD,ELE,SLOPE,CURV,PRO,PLAN,EC_SH,EC_DP,BAND1,BAND2,BAND3,BAND4,VI00_520,VI00_528,VI00_613,VI00_707,VI00_715,VI00_723,VI00_816,VI00_824,VI00_901,VI00_917,VI01_616,VI01_624,VI01_710,VI01_827,VI01_912,VI02_518,VI02_526,VI02_619,VI02_713,VI02_721,VI02_830,VI02_907,VI02_923,VI03_505,VI03_529,VI03_606,VI03_622,VI03_724,VI03_825,VI03_926,STD00,STD01,STD02,STD03,CV,M3_00,M3_01,M3_02,M3_03,M3_AV,CL_AV,CL_00,CL_01,CL_02,CL_03
364,3847,C29,3846,908.7000122,1269.5999756,1039.0999756,733,987.7000122,1079.730000000000000,0.1264000,-0.005218000000000,0.002040000000000,-0.003178000000000,25.2000008,37.2999992,80,78,98,71,-0.1986000,-0.2016000,-0.1750000,0.1100000,0.2324000,0.3298000,0.4684000,0.4341000,0.1358000,-0.0566000,-0.2018000,-0.1849000,0.0046000,0.4225000,0.3155000,-0.206896552000000,-0.230769231000000,-0.210526316000000,0.004444444000000,0.040404040000000,0.314917127000000,0.147928994000000,-0.015544041000000,-0.084967320000000,-0.230769231000000,-0.164705882000000,-0.173913043000000,-0.038461538000000,0.106666667000000,0.027027027000000,1.0500000,1.0300000,0.9700000,1,0.1180000,1.0000000,1.0000000,1.0000000,1.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,1.000000000000000
365,3848,C29,3847,925.0000000,1345.1999512,1179.9000244,894,1086.0999756,1079.680000000000100,0.1325000,-0.005714000000000,0.002164000000000,-0.003551000000000,21.5000000,33.2000008,84,75,104,70,-0.1972000,-0.2032000,-0.1750000,0.1048000,0.2324000,0.3265000,0.4430000,0.4343000,0.0909000,-0.0476000,-0.1944000,-0.1745000,-0.0045000,0.4769000,0.3228000,-0.205240175000000,-0.212598425000000,-0.205240175000000,-0.004566210000000,0.062500000000000,0.347826087000000,0.209580838000000,0.032258065000000,-0.082802548000000,-0.238461538000000,-0.164705882000000,-0.171270718000000,-0.033816425000000,0.142857143000000,0.083798883000000,1.0700001,1.0900000,1.1000000,1,0.0600000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
366,3849,C29,3848,771.7999878,1454.0000000,1340.3000488,952,1129.5999756,1079.619999999999900,0.1197000,-0.002643000000000,0.002310000000000,-0.000333000000000,22.3999996,35.0000000,80,77,94,66,-0.1972000,-0.2016000,-0.1899000,0.1100000,0.2151000,0.3368000,0.4805000,0.3711000,0.1098000,0.0148000,-0.1963000,-0.1760000,0.0185000,0.4632000,0.3651000,-0.205240175000000,-0.221789883000000,-0.210762332000000,0.023696682000000,0.119565217000000,0.396825397000000,0.321212121000000,0.087912088000000,-0.070967742000000,-0.234375000000000,-0.161676647000000,-0.156069364000000,-0.015075377000000,0.158620690000000,0.118644068000000,0.8900000,1.1799999,1.2500000,1,0.1600000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
367,3850,C29,3849,695.0999756,1394.8000488,1377.4000244,1054,1130.3000488,1079.579999999999900,0.0950000,-0.005356000000000,0.001884000000000,-0.003472000000000,24.8999996,39.0999985,84,73,87,67,-0.1986000,-0.1917000,-0.1975000,0.0739000,0.2067000,0.3508000,0.4968000,0.4256000,0.1656000,0.0148000,-0.1887000,-0.1652000,0.0235000,0.5187000,0.3656000,-0.208888889000000,-0.222222222000000,-0.205479452000000,0.079207921000000,0.175824176000000,0.424083770000000,0.345238095000000,0.118644068000000,-0.070967742000000,-0.227642276000000,-0.163636364000000,-0.153846154000000,0.000000000000000,0.164383562000000,0.159763314000000,0.8000000,1.1300000,1.2800000,1,0.2040000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
368,3851,C29,3850,784.0999756,1215.5000000,1372.0999756,1104,1118.8000488,1079.550000000000000,0.1349000,0.000341000000000,-0.001772000000000,-0.001431000000000,25.6000004,36.0999985,82,74,92,66,-0.1927000,-0.2066000,-0.1795000,0.0640000,0.2601000,0.3830000,0.4839000,0.4010000,0.1728000,-0.0363000,-0.1905000,-0.1532000,0.0141000,0.4624000,0.3736000,-0.198198198000000,-0.225296443000000,-0.205479452000000,0.128205128000000,0.215909091000000,0.424083770000000,0.329268293000000,0.112359551000000,-0.080745342000000,-0.218106996000000,-0.156626506000000,-0.146666667000000,-0.057471264000000,0.180555556000000,0.209876543000000,0.9100000,0.9900000,1.2800000,1,0.1720000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
369,3852,C29,3851,863.5000000,1294.3000488,1490.1999512,1168,1204.0999756,1079.510000000000000,0.2176000,-0.009420000000000,0.004507000000000,-0.004913000000000,26.0000000,40.0999985,84,78,89,62,-0.1822000,-0.1931000,-0.1867000,0.1487000,0.2614000,0.3958000,0.5425000,0.4372000,0.2830000,0.0053000,-0.1515000,-0.1598000,-0.0096000,0.5263000,0.3822000,-0.192660550000000,-0.204819277000000,-0.196347032000000,0.126315789000000,0.204678363000000,0.489130435000000,0.365853659000000,0.154285714000000,-0.019108280000000,-0.216666667000000,-0.139393939000000,-0.150684932000000,-0.006060606000000,0.166666667000000,0.219512195000000,1.0000000,1.0500000,1.3900000,1,0.1820000,1.0000000,3.0000000,3.0000000,3.0000000,1.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
370,3853,C29,3852,890.2999878,1222.3000488,1545.3000488,1179,1209.1999512,1079.500000000000000,0.2276000,-0.019210000000000,0.007429000000000,-0.011781000000000,28.8999996,46.2999992,84,74,85,61,-0.1698000,-0.1965000,-0.2027000,0.1269000,0.2874000,0.3871000,0.5425000,0.4300000,0.2830000,0.0262000,-0.1600000,-0.1598000,-0.0048000,0.4946000,0.4457000,-0.200000000000000,-0.227091633000000,-0.190476190000000,0.108808290000000,0.192982456000000,0.442105263000000,0.386503067000000,0.121387283000000,-0.030303030000000,-0.218487395000000,-0.161676647000000,-0.147058824000000,-0.056603774000000,0.169014085000000,0.260606061000000,1.0300000,0.9900000,1.4400001,1,0.2130000,1.0000000,1.0000000,3.0000000,3.0000000,1.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
371,3854,C29,3853,879.2000122,1285.0999756,1452.4000244,1132,1187.1999512,1079.559999999999900,0.2296000,0.003970000000000,-0.003946000000000,0.000024000000000,26.6000004,41.9000015,82,74,92,64,-0.1692000,-0.2016000,-0.2027000,0.1667000,0.2486000,0.3978000,0.5163000,0.4082000,0.1824000,-0.0097000,-0.1642000,-0.1703000,0.0047000,0.4973000,0.3989000,-0.190697674000000,-0.217391304000000,-0.205357143000000,0.057692308000000,0.153846154000000,0.451612903000000,0.345679012000000,0.016216216000000,-0.029585799000000,-0.223628692000000,-0.164705882000000,-0.153284672000000,-0.076923077000000,0.138888889000000,0.256097561000000,1.0200000,1.0500000,1.3500000,1,0.1540000,1.0000000,1.0000000,3.0000000,3.0000000,1.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
372,3855,C29,3854,1027.0999756,1276.0000000,1223.0999756,954,1119.9000244,1079.599999999999900,0.1591000,0.006567000000000,0.000812000000000,0.007379000000000,20.3999996,31.6000004,84,79,104,73,-0.1855000,-0.2063000,-0.1871000,0.1754000,0.2955000,0.3830000,0.4702000,0.3263000,0.0276000,-0.0762000,-0.1907000,-0.1852000,-0.0140000,0.4894000,0.3656000,-0.184834123000000,-0.221789883000000,-0.212121212000000,-0.004524887000000,0.089005236000000,0.466666667000000,0.321212121000000,0.047619048000000,-0.061452514000000,-0.221311475000000,-0.169590643000000,-0.140939597000000,-0.018867925000000,0.135135135000000,0.151162791000000,1.1900001,1.0400000,1.1400000,1,0.0780000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
373,3856,C29,3855,947.0999756,1347.4000244,1188.1999512,936,1104.6999512,1079.579999999999900,0.1231000,-0.003098000000000,0.005309000000000,0.002210000000000,21.3999996,30.0000000,82,79,110,78,-0.1957000,-0.2080000,-0.1656000,0.1589000,0.2597000,0.3757000,0.4167000,0.2626000,0.0497000,-0.0844000,-0.2054000,-0.1852000,-0.0088000,0.5082000,0.3057000,-0.192307692000000,-0.212355212000000,-0.222222222000000,0.009009009000000,0.084210526000000,0.409836066000000,0.329341317000000,0.080213904000000,-0.086021505000000,-0.226562500000000,-0.169590643000000,-0.161290323000000,0.040000000000000,0.108108108000000,0.067415730000000,1.1000000,1.1000000,1.1100000,1,0.0470000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
374,3857,C29,3856,1136.0999756,1357.4000244,1329.1999512,939,1190.3000488,1079.530000000000000,0.1802000,0.008992000000000,-0.008340000000000,0.000651000000000,20.1000004,28.3999996,80,78,112,77,-0.2056000,-0.2063000,-0.1566000,0.1589000,0.2818000,0.3789000,0.4521000,0.2821000,0.0497000,-0.0796000,-0.2070000,-0.1822000,-0.0088000,0.4603000,0.3368000,-0.196078431000000,-0.229007634000000,-0.215517241000000,0.013333333000000,0.117021277000000,0.431693989000000,0.341317365000000,0.156756757000000,-0.090909091000000,-0.243445693000000,-0.172413793000000,-0.155844156000000,-0.011235955000000,0.127516779000000,0.098265896000000,1.3099999,1.1000000,1.2400000,1,0.1310000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
375,3858,C29,3857,1045.8000488,1239.1999512,1229.9000244,1088,1150.8000488,1079.430000000000100,0.2970000,0.004780000000000,-0.005375000000000,-0.000595000000000,19.3999996,28.8999996,84,76,111,76,-0.2070000,-0.2032000,-0.1463000,0.1521000,0.2849000,0.3613000,0.4510000,0.2929000,0.1034000,-0.0714000,-0.2124000,-0.1984000,-0.0130000,0.4866000,0.3469000,-0.192307692000000,-0.228346457000000,-0.215517241000000,-0.008620690000000,0.129032258000000,0.470270270000000,0.365269461000000,0.147368421000000,-0.113402062000000,-0.234848485000000,-0.162790698000000,-0.155844156000000,-0.045454545000000,0.156462585000000,0.127906977000000,1.2100000,1.0100000,1.1500000,1,0.0880000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,2.000000000000000,3.000000000000000
376,3859,C29,3858,1013.0000000,1330.3000488,1154.0999756,1064,1140.5000000,1079.290000000000000,0.3592000,0.001921000000000,-0.002382000000000,-0.000461000000000,18.7000008,36.5000000,86,82,111,75,-0.2234000,-0.2078000,-0.1462000,0.1468000,0.2955000,0.3936000,0.4872000,0.3367000,0.0930000,-0.0631000,-0.2105000,-0.1837000,-0.0044000,0.4866000,0.4010000,-0.186274510000000,-0.201754386000000,-0.215189873000000,0.000000000000000,0.106382979000000,0.448648649000000,0.345238095000000,0.117021277000000,-0.098445596000000,-0.231939163000000,-0.156069364000000,-0.177215190000000,-0.045454545000000,0.154362416000000,0.131428571000000,1.1700000,1.0800000,1.0800000,1,0.0470000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,2.000000000000000,3.000000000000000
377,3860,C29,3859,928.5000000,1183.0999756,1034.0000000,1069,1053.5999756,1079.140000000000100,0.3630000,0.004905000000000,-0.003501000000000,0.001403000000000,17.2999992,45.0000000,82,79,121,83,-0.2138000,-0.2078000,-0.1446000,0.1389000,0.2914000,0.3696000,0.4051000,0.2673000,0.0615000,-0.0796000,-0.2159000,-0.1968000,-0.0087000,0.4479000,0.1455000,-0.174757282000000,-0.211618257000000,-0.216666667000000,-0.112903226000000,0.005025126000000,0.413043478000000,0.263157895000000,-0.033816425000000,-0.109947644000000,-0.228464419000000,-0.184357542000000,-0.165644172000000,-0.029585799000000,0.084967320000000,0.092896175000000,1.0700001,0.9600000,0.9600000,1,0.0970000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,2.000000000000000,3.000000000000000
378,3885,C29,3884,571.0000000,1046.0000000,1138.3000488,876,907.7999878,1080.240000000000000,0.1395000,0.006521000000000,-0.002461000000000,0.004060000000000,15.3000002,33.9000015,90,85,118,78,-0.2058000,-0.2016000,-0.2093000,0.0516000,0.1173000,0.2216000,0.2830000,0.2836000,0.0330000,-0.0583000,-0.2052000,-0.1867000,-0.0089000,0.2642000,0.1038000,-0.208888889000000,-0.213389121000000,-0.220338983000000,-0.027272727000000,0.081632653000000,0.293478261000000,0.188235294000000,-0.020408163000000,-0.077777778000000,-0.234200743000000,-0.188888889000000,-0.079545455000000,0.010416667000000,0.075862069000000,-0.010752688000000,0.6600000,0.8500000,1.0599999,1,0.1700000,2.0000000,2.0000000,2.0000000,2.0000000,2.0000000,1.000000000000000,3.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000
379,3886,C29,3885,590.9000244,979.2999878,1031.0000000,864,866.2999878,1080.170000000000100,0.2049000,0.002125000000000,-0.000783000000000,0.001343000000000,18.7000008,32.5999985,88,81,113,76,-0.2098000,-0.2016000,-0.2000000,0.0512000,0.1915000,0.2967000,0.3631000,0.3030000,0.0222000,-0.1043000,-0.2000000,-0.1721000,-0.0306000,0.3089000,0.1090000,-0.216326531000000,-0.220077220000000,-0.210300429000000,-0.021459227000000,0.061224490000000,0.364583333000000,0.181818182000000,-0.014925373000000,-0.071823204000000,-0.238095238000000,-0.175141243000000,-0.162790698000000,0.021052632000000,0.056338028000000,-0.049723757000000,0.6800000,0.8000000,0.9600000,1,0.1290000,2.0000000,2.0000000,2.0000000,1.0000000,2.0000000,2.000000000000000,3.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000
380,3887,C29,3886,738.9000244,1055.0000000,1140.0999756,932,966.5000000,1080.059999999999900,0.1828000,-0.007331000000000,0.006326000000000,-0.001006000000000,20.1000004,33.7999992,82,82,106,76,-0.1958000,-0.2078000,-0.1953000,0.0648000,0.1915000,0.2766000,0.3631000,0.3166000,0.0568000,-0.0811000,-0.2000000,-0.1784000,-0.0354000,0.3299000,0.1642000,-0.211618257000000,-0.224334601000000,-0.206896552000000,-0.012875536000000,0.066666667000000,0.347368421000000,0.216374269000000,-0.019801980000000,-0.081967213000000,-0.238095238000000,-0.163841808000000,-0.141176471000000,-0.010309278000000,0.062068966000000,-0.049723757000000,0.8500000,0.8600000,1.0599999,1,0.1060000,2.0000000,2.0000000,2.0000000,1.0000000,2.0000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,1.000000000000000
381,3888,C29,3887,906.7999878,1144.0000000,1232.9000244,869,1038.0999756,1080.000000000000000,0.1022000,0.000681000000000,-0.000906000000000,-0.000225000000000,21.5000000,36.2000008,78,81,103,74,-0.1972000,-0.2078000,-0.1905000,0.0698000,0.1915000,0.2872000,0.3836000,0.3869000,0.0760000,-0.0679000,-0.2018000,-0.1803000,-0.0268000,0.3895000,0.1980000,-0.205020921000000,-0.229007634000000,-0.205240175000000,0.000000000000000,0.061855670000000,0.368983957000000,0.220930233000000,-0.020000000000000,-0.077844311000000,-0.231939163000000,-0.181818182000000,-0.164705882000000,-0.010309278000000,0.068493151000000,-0.070270270000000,1.0500000,0.9300000,1.1500000,1,0.1040000,1.0000000,3.0000000,3.0000000,1.0000000,3.0000000,1.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,1.000000000000000
382,3889,C29,3888,901.5999756,1215.3000488,1236.8000488,790,1035.9000244,1079.940000000000100,0.1236000,-0.005138000000000,0.000295000000000,-0.004843000000000,22.8999996,37.2999992,84,78,103,73,-0.2138000,-0.1984000,-0.1905000,0.0876000,0.2000000,0.3262000,0.4051000,0.3568000,0.0514000,-0.0893000,-0.2000000,-0.1918000,-0.0268000,0.3789000,0.1919000,-0.200000000000000,-0.220077220000000,-0.215517241000000,-0.021645022000000,0.045685279000000,0.344086022000000,0.177142857000000,-0.020000000000000,-0.085365854000000,-0.229007634000000,-0.165714286000000,-0.167630058000000,-0.020202020000000,0.068493151000000,-0.055837563000000,1.0400000,0.9900000,1.1500000,1,0.1240000,1.0000000,1.0000000,3.0000000,1.0000000,1.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,1.000000000000000
383,3890,C29,3889,971.5999756,1279.8000488,1169.1999512,843,1065.9000244,1079.880000000000100,0.1240000,-0.007425000000000,0.002042000000000,-0.005383000000000,22.2999992,36.7000008,88,82,103,73,-0.2014000,-0.2031000,-0.1928000,0.0892000,0.2000000,0.3191000,0.4088000,0.3949000,0.0760000,-0.0826000,-0.2127000,-0.1885000,-0.0311000,0.4362000,0.2143000,-0.210084034000000,-0.230188679000000,-0.212121212000000,-0.038626609000000,0.055276382000000,0.344086022000000,0.188235294000000,-0.015228426000000,-0.089743590000000,-0.233082707000000,-0.156069364000000,-0.167630058000000,-0.015075377000000,0.073825503000000,-0.046153846000000,1.1200000,1.0400000,1.0900000,1,0.0930000,1.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,1.000000000000000
384,3891,C29,3890,928.5000000,1376.5000000,1296.3000488,872,1118.3000488,1079.829999999999900,0.1119000,0.001645000000000,0.001323000000000,0.002968000000000,22.7999992,35.2000008,84,77,104,74,-0.1972000,-0.2062000,-0.1928000,0.0892000,0.1958000,0.3369000,0.4194000,0.3861000,0.0760000,-0.0926000,-0.2074000,-0.1660000,-0.0133000,0.4392000,0.2526000,-0.200000000000000,-0.212355212000000,-0.205240175000000,0.017857143000000,0.072164948000000,0.358695652000000,0.233532934000000,-0.025641026000000,-0.082802548000000,-0.240601504000000,-0.162790698000000,-0.175141243000000,-0.014925373000000,0.087248322000000,-0.025906736000000,1.0700001,1.1200000,1.2100000,1,0.1130000,1.0000000,1.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
385,3892,C29,3891,908.9000244,1197.0000000,1282.8000488,883,1068.0000000,1079.770000000000000,0.1156000,0.001853000000000,-0.001634000000000,0.000219000000000,24.3999996,38.5000000,84,78,106,72,-0.2014000,-0.2078000,-0.1829000,0.1090000,0.2086000,0.3263000,0.4231000,0.4200000,0.0843000,-0.0755000,-0.2018000,-0.1833000,-0.0089000,0.3862000,0.2228000,-0.206751055000000,-0.217054264000000,-0.205240175000000,-0.008849558000000,0.072164948000000,0.377049180000000,0.233532934000000,-0.020833333000000,-0.082802548000000,-0.235521236000000,-0.165714286000000,-0.170454545000000,-0.019607843000000,0.074829932000000,0.005291005000000,1.0500000,0.9700000,1.2000000,1,0.1110000,1.0000000,3.0000000,3.0000000,3.0000000,1.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
386,3893,C29,3892,948.4000244,1197.5999756,1247.1999512,858,1062.6999512,1079.710000000000000,0.1211000,-0.003183000000000,0.001002000000000,-0.002180000000000,23.2999992,36.9000015,84,82,101,72,-0.1944000,-0.1969000,-0.1801000,0.1090000,0.2043000,0.3333000,0.4581000,0.4040000,0.1043000,-0.0755000,-0.2018000,-0.1765000,-0.0090000,0.4286000,0.2500000,-0.206751055000000,-0.230769231000000,-0.201754386000000,0.013452915000000,0.055276382000000,0.414364641000000,0.233532934000000,-0.010526316000000,-0.070967742000000,-0.229571984000000,-0.169590643000000,-0.170454545000000,-0.043902439000000,0.094594595000000,-0.015706806000000,1.1000000,0.9700000,1.1600000,1,0.1080000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
387,3894,C29,3893,924.9000244,1189.1999512,1303.8000488,1007,1106.1999512,1079.650000000000100,0.1166000,-0.003229000000000,-0.000257000000000,-0.003486000000000,23.0000000,36.2999992,86,77,102,69,-0.1986000,-0.2032000,-0.1875000,0.1346000,0.2391000,0.3299000,0.4615000,0.3807000,0.0909000,-0.0732000,-0.1944000,-0.1602000,-0.0090000,0.4392000,0.3152000,-0.205128205000000,-0.212598425000000,-0.194690265000000,0.022831050000000,0.076923077000000,0.409836066000000,0.260606061000000,0.032967033000000,-0.112500000000000,-0.235521236000000,-0.169590643000000,-0.141176471000000,-0.014925373000000,0.102040816000000,0.038251366000000,1.0700001,0.9700000,1.2200000,1,0.1030000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
388,3895,C29,3894,704.5000000,1117.8000488,1328.1999512,1097,1061.8000488,1079.599999999999900,0.1037000,-0.004566000000000,0.001360000000000,-0.003206000000000,23.3999996,37.2000008,86,74,95,67,-0.1986000,-0.1984000,-0.1795000,0.0837000,0.2391000,0.3750000,0.4771000,0.3505000,0.1043000,-0.0246000,-0.1831000,-0.1602000,0.0045000,0.4811000,0.3226000,-0.206896552000000,-0.221789883000000,-0.201793722000000,0.028037383000000,0.112299465000000,0.423913043000000,0.236363636000000,0.021739130000000,-0.064102564000000,-0.236220472000000,-0.164705882000000,-0.142857143000000,-0.005235602000000,0.150684932000000,0.141176471000000,0.8200000,0.9100000,1.2400000,1,0.2060000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
389,3896,C29,3895,701.7000122,1257.0000000,1364.9000244,1084,1101.8000488,1079.550000000000000,0.0840000,-0.005204000000000,0.001952000000000,-0.003253000000000,23.0000000,34.5999985,86,76,94,66,-0.1855000,-0.1837000,-0.2078000,0.0800000,0.2265000,0.3228000,0.4800000,0.3737000,0.1875000,0.0053000,-0.1714000,-0.1718000,0.0332000,0.4754000,0.3443000,-0.200000000000000,-0.219123506000000,-0.196347032000000,0.074626866000000,0.144444444000000,0.381215470000000,0.325153374000000,0.102272727000000,-0.064102564000000,-0.228915663000000,-0.164705882000000,-0.142857143000000,-0.017142857000000,0.152777778000000,0.168674699000000,0.8100000,1.0200000,1.2700000,1,0.2000000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
390,3897,C29,3896,919.2999878,1219.8000488,1434.0000000,1140,1178.3000488,1079.510000000000000,0.1150000,-0.007284000000000,-0.001472000000000,-0.008755000000000,25.0000000,36.7000008,86,73,84,63,-0.1722000,-0.1967000,-0.2053000,0.1472000,0.2047000,0.3797000,0.5364000,0.4010000,0.2387000,0.0104000,-0.1642000,-0.1504000,0.0000000,0.4725000,0.3736000,-0.194570136000000,-0.225296443000000,-0.194444444000000,0.105527638000000,0.186440678000000,0.398907104000000,0.320987654000000,0.112359551000000,-0.032258065000000,-0.222672065000000,-0.149700599000000,-0.150684932000000,-0.005847953000000,0.152777778000000,0.204968944000000,1.0599999,0.9900000,1.3400000,1,0.1590000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
391,3898,C29,3897,992.0999756,1351.0000000,1623.5000000,1007,1243.4000244,1079.450000000000000,0.1200000,-0.016267000000000,0.007397000000000,-0.008870000000000,29.7000008,45.7000008,86,79,85,60,-0.1805000,-0.2033000,-0.1946000,0.1485000,0.2832000,0.3846000,0.5584000,0.4826000,0.2638000,-0.0051000,-0.1542000,-0.1636000,0.0000000,0.4595000,0.4301000,-0.194570136000000,-0.204819277000000,-0.201877934000000,0.058252427000000,0.206896552000000,0.436170213000000,0.380952381000000,0.168539326000000,-0.061728395000000,-0.219512195000000,-0.153374233000000,-0.148936170000000,-0.070063694000000,0.152777778000000,0.242236025000000,1.1500000,1.1000000,1.5100000,1,0.2000000,1.0000000,1.0000000,3.0000000,3.0000000,1.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
392,3899,C29,3898,1030.5999756,1536.5999756,1508.9000244,911,1246.8000488,1079.430000000000100,0.0888000,-0.019574000000000,0.010689000000000,-0.008885000000000,36.5999985,58.2999992,82,75,83,58,-0.1832000,-0.1965000,-0.2133000,0.1600000,0.3107000,0.3862000,0.5484000,0.4951000,0.3125000,-0.0155000,-0.1642000,-0.1532000,-0.0096000,0.5000000,0.4545000,-0.205479452000000,-0.227091633000000,-0.190697674000000,0.130890052000000,0.209302326000000,0.479166667000000,0.320987654000000,0.172413793000000,-0.072289157000000,-0.218487395000000,-0.137500000000000,-0.154929577000000,-0.070063694000000,0.160839161000000,0.296296296000000,1.1900001,1.2500000,1.4100000,1,0.1740000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
393,3900,C29,3899,997.7000122,1236.9000244,1387.5000000,813,1108.6999512,1079.470000000000000,0.2048000,-0.013147000000000,0.004704000000000,-0.008443000000000,31.2000008,47.7999992,84,75,86,62,-0.1835000,-0.2085000,-0.1711000,0.1782000,0.2907000,0.4086000,0.5195000,0.4680000,0.2357000,-0.0291000,-0.1642000,-0.1830000,-0.0096000,0.4894000,0.3757000,-0.192488263000000,-0.217391304000000,-0.190697674000000,0.073891626000000,0.186440678000000,0.470270270000000,0.219512195000000,0.049723757000000,-0.052023121000000,-0.212121212000000,-0.146341463000000,-0.156462585000000,-0.095541401000000,0.152777778000000,0.297619048000000,1.1500000,1.0100000,1.2900000,1,0.1770000,1.0000000,1.0000000,1.0000000,1.0000000,1.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
394,3901,C29,3900,983.7000122,1348.6999512,1243.0000000,1076,1162.8000488,1079.540000000000000,0.1040000,0.001025000000000,-0.004967000000000,-0.003942000000000,22.7999992,33.0000000,84,76,97,69,-0.1986000,-0.2016000,-0.1605000,0.1643000,0.3107000,0.4149000,0.4702000,0.4000000,0.0760000,-0.0811000,-0.1944000,-0.1870000,0.0046000,0.4866000,0.3656000,-0.186602871000000,-0.224806202000000,-0.200000000000000,0.000000000000000,0.096774194000000,0.415730337000000,0.272727273000000,0.037433155000000,-0.076923077000000,-0.221311475000000,-0.176470588000000,-0.165562914000000,-0.055214724000000,0.142857143000000,0.223529412000000,1.1400000,1.1000000,1.1600000,1,0.0280000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
395,3902,C29,3901,1072.0000000,1234.5000000,1330.3000488,980,1154.1999512,1079.540000000000000,0.0854000,0.006117000000000,-0.005467000000000,0.000651000000000,22.2000008,29.7000008,86,78,105,75,-0.2057000,-0.2080000,-0.1605000,0.1284000,0.2928000,0.3822000,0.4730000,0.2653000,0.0444000,-0.1043000,-0.2054000,-0.1774000,-0.0089000,0.4167000,0.3057000,-0.196172249000000,-0.233716475000000,-0.205240175000000,-0.030567686000000,0.056410256000000,0.386363636000000,0.260606061000000,0.042553191000000,-0.094736842000000,-0.238461538000000,-0.179190751000000,-0.161290323000000,0.011494253000000,0.100671141000000,0.151162791000000,1.2400000,1.0000000,1.2400000,1,0.1240000,3.0000000,3.0000000,3.0000000,3.0000000,3.0000000,3.000000000000000,1.000000000000000,3.000000000000000,3.000000000000000,3.000000000000000
